id,chat_match,delay,type,sender,text,next,options,timeout,default_next,tag,thresholds,require_tag,trigger_time
final_6,*,0,message,系统,⏰ 8:10 已到！晨间工作时段结束,final_7,,,,,,,
final_7,*,0,message,系统,═══════════════════════════════════════,final_8,,,,,,,
final_8,*,0,message,系统,【游戏结束】,final_freeze,,,,,,,
final_freeze,*,0,freeze_time,,on,final_stats,,,,,,,
final_stats,*,0.5,typing,系统,,final_eval_1,,,,,,,
final_eval_1,*,1,message,系统,正在统计你的晨间表现...,final_eval_2,,,,,,,
final_eval_2,*,0,message,系统,━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━,final_eval_3,,,,,,,
final_eval_3,*,0,message,系统,【成就标签】,final_tag_1,,,,,,,
final_tag_1,*,0,message,系统,✓「信息筛选」— 你能准确识别哪些消息需要转发,final_tag_2,,,,,,信息筛选,
final_tag_1b,*,0,message,系统,✗「信息筛选」— 有些重要通知被你忽略了,final_tag_2,,,,,,,
final_tag_2,*,0,message,系统,✓「效率至上」— 你快速处理了大量工作消息,final_tag_3,,,,,,效率至上,
final_tag_2b,*,0,message,系统,✗「效率至上」— 很多事情都拖到了后面,final_tag_3,,,,,,,
final_tag_3,*,0,message,系统,✓「情绪管理」— 面对家长和学生你保持了耐心,final_tag_4,,,,,,情绪管理,
final_tag_3b,*,0,message,系统,✗「情绪管理」— 有些家长和学生的问题没来得及回应,final_tag_4,,,,,,,
final_tag_4,*,0,message,系统,✓「危机处理」— 紧急安全通知第一时间传达到位,final_divider2,,,,,,危机处理,
final_tag_4b,*,0,message,系统,✗「危机处理」— 安全通知没能及时传达给学生,final_divider2,,,,,,,
final_divider2,*,0,message,系统,━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━,final_comment_1,,,,,,,
final_comment_1,*,0,message,系统,【班主任寄语】,final_comment_2,,,,,,,
final_comment_2,*,0,message,系统,这只是一个普通工作日的前10分钟。,final_comment_3,,,,,,,
final_comment_3,*,0,message,系统,真实的班主任每天都在这样的信息洪流中工作,final_comment_4,,,,,,,
final_comment_4,*,0,message,系统,"他们要兼顾上级通知、家长诉求、学生困惑、同事协调...",final_comment_5,,,,,,,
final_comment_5,*,0,message,系统,每一条消息背后都是一份责任。,final_comment_6,,,,,,,
final_comment_6,*,0,message,系统,━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━,final_close,,,,,,,
final_close,*,0,message,系统,感谢体验《班主任晨间大作战》,final_close2,,,,,,,
final_close2,*,0,message,系统,也请多理解身边的老师们 ❤️,,,,,,,,
,,,,,,,,,,,,,
,,,,,【以下为功能测试数据】,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,【功能测试案例 - 覆盖所有核心功能】,,,,,,,,
,,,,,"使用方法：创建一个名为 ""功能测试"" 的聊天，然后进入聊天测试",,,,,,,,
,,,,,,,,,,,,,
,,,,,【功能1: 历史消息批量加载】,,,,,,,,
,,,,,delay=0 的消息会在打开时立即全部显示（模拟聊天记录）,,,,,,,,
,,,,,,,,,,,,,
test_1,功能测试,0,message,系统,━━━━ 功能测试开始 ━━━━,,,,,,,,
test_2,功能测试,0,message,系统,【功能1】历史消息批量加载 - 你现在看到的就是历史消息,,,,,,,,
test_3,功能测试,0,message,系统,所有 delay=0 的消息会在打开时一次性显示,,,,,,,,
test_4,功能测试,0,message,测试员,没问题，我看到了所有历史消息,,,,,,,,
test_5,功能测试,0,message,系统,很好！接下来进入功能测试,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
test_10,功能测试,0,message,系统,【功能2】自动输入测试,,,,,,,,
test_11,功能测试,0,message,系统,"说明：请在下方按任意键，会自动填充文字""收到，我明白了""",,,,,,,,
test_12,功能测试,0,message,系统,填充完成后，可以按回车发送，或者删除部分文字再按键继续填充,,,,,,,,
test_13,功能测试,0,wait_input,,收到，我明白了,,,,,,,,
test_14,功能测试,0.5,typing,系统,,,,,,,,,
test_15,功能测试,1.0,message,系统,✓ 功能2测试通过！自动输入功能正常,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
test_20,功能测试,0,message,系统,【功能3】自由输入测试,,,,,,,,
test_21,功能测试,0,message,系统,说明：这次请自由输入任何内容，不会自动填充,,,,,,,,
test_22,功能测试,0,wait_input,,,,,,,,,,
test_23,功能测试,0.5,typing,系统,,,,,,,,,
test_24,功能测试,1.0,message,系统,✓ 功能3测试通过！你发送的消息被正确接收,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
test_30,功能测试,0,message,系统,【功能4】关键词匹配测试（多轮分支）,,,,,,,,
test_31,功能测试,0,message,系统,请选择你喜欢的颜色（输入包含颜色的词）,,,,,,,,
test_32,功能测试,0,message,系统,例如：我喜欢红色、蓝色很不错、我要绿色,,,,,,,,
test_33,功能测试,0,choice,,,test_34,红色|红|红橙|绯红>test_34;蓝色|蓝|深蓝|天蓝>test_40;绿色|绿|深绿|草绿>test_44,,test_44,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
test_34,功能测试,0.5,typing,系统,,,,,,,,,
test_35,功能测试,1.0,message,系统,红色！热情似火的选择 🔴,,,,,,,,
test_36,功能测试,0,message,系统,红色在中国文化中象征吉祥和喜庆,,,,,,,,
test_37,功能测试,0,message,系统,那你更喜欢深红还是亮红？（输入任意内容继续）,,,,,,,,
test_38,功能测试,0,wait_input,,,,,,,,,,
test_39,功能测试,1.0,message,系统,有趣的选择！红色分支测试完成,test_48,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
test_40,功能测试,0.5,typing,系统,,,,,,,,,
test_41,功能测试,1.0,message,系统,蓝色！冷静沉着的选择 🔵,,,,,,,,
test_42,功能测试,0,message,系统,蓝色是天空和海洋的颜色，令人放松,,,,,,,,
test_43,功能测试,0,message,系统,你觉得大海和天空哪个更美？（输入任意内容继续）,,,,,,,,
test_44a,功能测试,0,wait_input,,,,,,,,,,
test_45,功能测试,1.0,message,系统,说得好！蓝色分支测试完成,test_48,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
test_44,功能测试,0.5,typing,系统,,,,,,,,,
test_46a,功能测试,1.0,message,系统,绿色！生机盎然的选择 🟢,,,,,,,,
test_46b,功能测试,0,message,系统,绿色代表自然与和平，让人心旷神怡,,,,,,,,
test_46c,功能测试,0,message,系统,你最喜欢哪个季节的绿色？（输入任意内容继续）,,,,,,,,
test_46d,功能测试,0,wait_input,,,,,,,,,,
test_47,功能测试,1.0,message,系统,好回答！绿色分支测试完成,test_48,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
test_48,功能测试,0.5,typing,系统,,,,,,,,,
test_49,功能测试,1.0,message,系统,✓ 功能4测试通过！多轮分支对话正常运行,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
test_90,功能测试,0,message,系统,【功能7】轮换选项功能测试,,,,,,,,
test_91,功能测试,0,message,系统,说明：随意打字会自动填充预设文字（共3个分支可轮换）,,,,,,,,
test_92,功能测试,0,message,系统,操作：填充完成后全部删除 → 自动切换到下一个分支,,,,,,,,
test_92a,功能测试,0,message,系统,分支1: 好的收到,,,,,,,,
test_92b,功能测试,0,message,系统,分支2: 没问题我知道了,,,,,,,,
test_92c,功能测试,0,message,系统,分支3: 了解马上处理,,,,,,,,
test_93,功能测试,0,wait_input,,好的收到|没问题我知道了|了解马上处理,,,,,,,,
test_94,功能测试,0.5,typing,系统,,,,,,,,,
test_95,功能测试,1.0,message,系统,✓ 功能7测试通过！轮换功能正常,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
test_100,功能测试,0,message,系统,【功能8】综合测试场景,,,,,,,,
test_101,功能测试,0,message,班长,周末团建去哪里？大家投票吧,,,,,,,,
test_102,功能测试,0,message,小红,是爬山还是海边还是在家呢？,,,,,,,,
test_103,功能测试,0,choice,,,test_104,爬山|登山|南山>test_104;海边|游泳|沙滩>test_106;在家|休息|不去>test_108,,test_120,,,,
test_104,功能测试,0.5,typing,班长,,,,,,,,,
test_105,功能测试,1.0,message,班长,爬山不错！那就定南山吧,test_120,,,,,,,
test_106,功能测试,0.5,typing,班长,,,,,,,,,
test_107,功能测试,1.0,message,班长,海边好啊！正好可以玩水,test_120,,,,,,,
test_108,功能测试,0.5,typing,班长,,,,,,,,,
test_109,功能测试,1.0,message,班长,好吧，那在家休息,test_120,,,,,,,
test_120,功能测试,,message,班长,诶？老师，选一个把！,,,,,,,,
test_121,功能测试,0,message,系统,✓ 功能8测试通过！综合场景运行正常,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,【功能9: 时间控制（冻结/跳转）】,,,,,,,,
,,,,,type=freeze_time 冻结或解冻时间流动,,,,,,,,
,,,,,type=set_time 跳转到指定时间（格式 HH:MM）,,,,,,,,
,,,,,,,,,,,,,
test_130,功能测试,0,message,系统,【功能9】时间控制测试,,,,,,,,
test_131,功能测试,0,message,系统,说明：接下来会冻结时间 → 跳转到 23:59 → 解冻,,,,,,,,
test_132,功能测试,0,message,系统,请观察状态栏时间的变化,,,,,,,,
test_133,功能测试,0,freeze_time,,on,,,,,,,,
test_134,功能测试,0,message,系统,时间已冻结！现在状态栏时间不再变化,,,,,,,,
test_135,功能测试,0,set_time,,23:59,,,,,,,,
test_136,功能测试,0,message,系统,已跳转到 23:59，请查看状态栏,,,,,,,,
test_137,功能测试,0,message,系统,接下来输入任意内容解冻时间,,,,,,,,
test_138,功能测试,0,wait_input,,,,,,,,,,
test_139,功能测试,0,freeze_time,,off,,,,,,,,
test_140,功能测试,0,set_time,,08:00,,,,,,,,
test_141,功能测试,0.5,typing,系统,,,,,,,,,
test_142,功能测试,1.0,message,系统,时间已解冻并恢复到 08:00，时间重新开始流动,,,,,,,,
test_143,功能测试,0,message,系统,✓ 功能9测试通过！时间控制功能正常,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
test_200,功能测试,0,message,系统,━━━━━━━━━━━━━━━━━━,,,,,,,,
test_201,功能测试,0,message,系统,所有功能测试完成！,,,,,,,,
test_202,功能测试,0,message,系统,测试项目：,,,,,,,,
test_203,功能测试,0,message,系统,✓ 功能1 - 历史消息批量加载,,,,,,,,
test_204,功能测试,0,message,系统,✓ 功能2 - 自动输入（wait_input + text非空）,,,,,,,,
test_205,功能测试,0,message,系统,✓ 功能3 - 自由输入（wait_input + text为空）,,,,,,,,
test_206,功能测试,0,message,系统,✓ 功能4 - 关键词精确匹配（多轮分支）,,,,,,,,
test_207,功能测试,0,message,系统,⏸ 功能5 - 语气分析匹配（已禁用）,,,,,,,,
test_208,功能测试,0,message,系统,✓ 功能6 - 超时自动跳转（timeout + default_next）,,,,,,,,
test_209,功能测试,0,message,系统,✓ 功能7 - 轮换选项功能（删除后重新填充）,,,,,,,,
test_210,功能测试,0,message,系统,✓ 功能8 - 综合场景测试,,,,,,,,
test_210a,功能测试,0,message,系统,✓ 功能9 - 时间控制（冻结/跳转）,,,,,,,,
,,,,,,,,,,,,,
,,,,,【功能10 - Tag 系统测试】,,,,,,,,
tag_1,功能测试,0,message,系统,━ 功能10: 全局 Tag 系统 ━,tag_2,,,,,,,
tag_2,功能测试,1,message,系统,某些对话事件会触发全局标签（tag），用于最终结果统计,tag_3,,,,好奇心,,,
tag_3,功能测试,1,message,系统,"上一条消息触发了""好奇心""标签",tag_4,,,,,,,
tag_4,功能测试,1,message,系统,这条消息同时触发两个标签,tag_5,,,,勇敢|善良,,,
tag_5,功能测试,0,message,系统,✓ 功能10测试通过！Tag 系统正常,tag_end,,,,,,,
tag_end,功能测试,0,message,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,【功能11 - 关键词计数阈值分支测试】,,,,,,,,
thr_1,功能测试,0,message,系统,━ 功能11: 关键词计数阈值分支 ━,thr_2,,,,,,,
thr_2,功能测试,1,message,系统,请描述你的周末计划，系统会根据关键词数量选择分支,thr_3,,,,,,,
thr_3,功能测试,0,choice,,,,爬山|登山|运动|跑步|健身|游泳|骑行|打球>thr_a1,,thr_c1,,"thr_a1,3,thr_b1,1,thr_c1",,
thr_a1,功能测试,1,message,系统,哇，你的运动计划超级丰富！（匹配了3个以上关键词）,thr_end,,,,运动达人,,,
thr_b1,功能测试,1,message,系统,不错，有运动计划！（匹配了1-2个关键词）,thr_end,,,,运动爱好者,,,
thr_c1,功能测试,1,message,系统,看起来你的周末比较悠闲呢（没有匹配到运动关键词）,thr_end,,,,休闲派,,,
thr_end,功能测试,0,message,系统,✓ 功能11测试通过！阈值分支正常,,,,,,,,
,,,,,,,,,,,,,
,,,,,【功能12 - 跨聊天 Tag 触发测试】,,,,,,,,
rt_a1,Tag触发,0,message,小明,嘿！我发现了一个秘密基地！,rt_a2,,,,,,,
rt_a2,Tag触发,1,message,小明,就在学校后山，超级隐蔽的地方,rt_a3,,,,,,,
rt_a3,Tag触发,0,wait_input,,,rt_a4,,,,,,,
rt_a4,Tag触发,1,message,小明,太好了你也知道了！我们找时间一起去探索吧,rt_a5,,,,发现秘密,,,
rt_a5,Tag触发,1,message,小明,对了，你可以去问问小红，看她知不知道这事,rt_a6,,,,,,,
rt_a6,Tag触发,0,message,系统,（提示：现在去「Tag响应」聊天看看效果）,rt_a_end,,,,,,,
rt_a_end,Tag触发,0,message,,,,,,,,,,
rt_b1,Tag响应,0,message,小红,你来了！,rt_b2,,,,,,,
rt_b2,Tag响应,1,message,小红,听说你发现了后山的秘密基地？,rt_b3,,,,,,发现秘密,
rt_b3,Tag响应,1,message,小红,我也去过那里！里面有好多有趣的东西,rt_b4,,,,,,发现秘密,
rt_b4,Tag响应,1,message,小红,下次我们三个一起去探险吧！,rt_b5,,,,,,发现秘密,
rt_b5,Tag响应,1,message,小红,最近没什么特别的事情,rt_b6,,,,,,,
rt_b6,Tag响应,1,message,小红,对了你有没有跟小明聊过？他好像有什么事想说,rt_b7,,,,,,,
rt_b7,Tag响应,0,message,系统,（提示：如果先去「Tag触发」聊天触发tag，小红会有不同反应）,rt_b_end,,,,,,,
rt_b_end,Tag响应,0,message,,,,,,,,,,
test_210d,功能测试,0,message,系统,✓ 功能12 - 跨聊天 Tag 触发,,,,,,,,
test_210b,功能测试,0,message,系统,✓ 功能10 - 全局 Tag 系统,,,,,,,,
test_210c,功能测试,0,message,系统,✓ 功能11 - 关键词计数阈值分支,,,,,,,,
test_211,功能测试,0,message,系统,━━━━━━━━━━━━━━━━━━,,,,,,,,
test_212,功能测试,0,message,系统,感谢测试！如需重新测试，请退出聊天后重新进入,,,,,,,,
